T(K),Na2O,MgO,Al2O3,SiO2,K2O,CaO,TiO2,MnO,FeO,Fe2O3,GAMMA
1727,0.092097772,0.00028665,0.113760583,0.692832304,0.050011223,0.002764122,0.001724209,0.000970323,0.00939574,0.035902874,1.023409308
1707,0.077138619,0.003550026,0.155254449,0.685202259,0.051120367,0.012475804,0.001921818,0.000320454,0.004970036,0.007739056,1.113150444
1727,0.100014135,0.003146201,0.124502076,0.663467077,0.051483291,0.003677378,0.003512505,0.002178419,0.009772291,0.038040432,0.96338713
1703,0.089499017,0.014044319,0.126786649,0.646994067,0.042809865,0.020472768,0.005243902,0.001778734,0.015525182,0.036328927,1.001392784
1703,0.093667695,0.020499999,0.180607031,0.57502966,0.039434566,0.037108609,0.0049267,0.001346678,0.01294901,0.033417807,0.94203404
1720,0.097859742,0.012571144,0.191776993,0.560313865,0.065368775,0.022892508,0.006439816,0.000935252,0.010744568,0.028734044,0.838095223
1720,0.143056199,0.005550196,0.207780661,0.54400948,0.058641409,0.007445385,0.005089122,0.001527454,0.005941267,0.020373281,0.728799441
1703,0.079948021,0.044896318,0.190434324,0.561413769,0.015117207,0.056345179,0.005258042,0.000946893,0.015229627,0.029301491,1.083319569
1702,0.020398779,0.098241976,0.12620673,0.557645546,0.107035462,0.03972428,0.020306115,0.000477807,0.008547554,0.021313992,0.84624891
1702,0.093756435,0.023151181,0.189672327,0.545214962,0.069079658,0.027494518,0.007899518,0.000944191,0.008212936,0.031658543,0.814717405
1718,0.086385479,0.024914398,0.201957003,0.532620658,0.05792531,0.04026469,0.010395389,0.001020832,0.011985511,0.02811569,0.870299828
1720,0.045283219,0.055812932,0.204503711,0.464731919,0.069931096,0.086981192,0.007912519,0.001192737,0.016756408,0.04679266,0.767799732
1707,0.011912328,0.172524019,0.099561372,0.469103771,0.037566605,0.13198953,0.02031804,0.001139358,0.014264806,0.041544245,0.864535404
1709,0.061250399,0.116097346,0.177527893,0.450561644,0.016467709,0.084815893,0.015350977,0.001335116,0.022427545,0.053663701,0.928096218
1718,0.039414256,0.131604936,0.113295219,0.424599584,0.043125262,0.119900376,0.033627627,0.001288472,0.023393261,0.069442301,0.73614653
1718,0.053607293,0.075135753,0.169510419,0.401313318,0.011033703,0.151218596,0.034338911,0.002327278,0.024472321,0.076829991,0.763603287
1718,0.029681276,0.104026256,0.114569651,0.395495126,0.036036665,0.162527943,0.043771152,0.002149175,0.026617047,0.085125711,0.683816043
1718,0.044004052,0.072954819,0.244452394,0.371057516,0.011266681,0.135878094,0.031231369,0.002110732,0.022863334,0.06410527,0.84343151
1718,0.087500467,0.048238015,0.216913427,0.458983548,0.028083063,0.08029682,0.011564088,0.001656546,0.019264135,0.047399093,0.815228207
1617,0.07952136,0.001426598,0.134491872,0.70740263,0.033024237,0.016711582,0.0016447,0.000724366,0.0101447,0.014907954,1.191877119
1615,0.078879633,0.001448619,0.137817621,0.701034952,0.033903846,0.016555644,0.001742699,0.001798004,0.011106078,0.015427791,1.189191428
1617,0.047887522,0.055175348,0.200879106,0.454197066,0.083106798,0.08537362,0.007497756,0.001990316,0.010740299,0.052846976,0.698615064
1613,0.047722934,0.056532623,0.199637203,0.450948455,0.084975469,0.085080192,0.007401496,0.001190085,0.011406527,0.0519622,0.702810899
1716,0.062473299,0.040420037,0.157825733,0.549693116,0.013735264,0.064597284,0.017491226,0.002132745,0.03021002,0.061211639,1.093372503
1709,0.063519671,0.041386157,0.157970691,0.546394084,0.013594557,0.065139115,0.017760581,0.002130087,0.031543835,0.05982841,1.087530377
1703,0.053880545,0.132839047,0.172217082,0.43756547,0.010971535,0.091181715,0.017067927,0.001264885,0.022420092,0.060113873,0.9493385
1703,0.05435328,0.133251594,0.171578738,0.437432174,0.010874511,0.091569099,0.017243657,0.001267477,0.023714135,0.058411658,0.945460539
1716,0.075785053,0.00114323,0.137411704,0.707087455,0.032107723,0.017454665,0.001862404,0.000806227,0.009844476,0.016291021,1.221744075
1703,0.076729935,0.001292733,0.137553507,0.707364123,0.032272473,0.016415652,0.001799962,0.000729327,0.009575797,0.016087339,1.218889436
1523,0.088464129,0.000144033,0.114096716,0.699040075,0.051606711,0.002057614,0.001804925,0,0.005841338,0.03694446,1.039802782
1578,0.087991318,0.000143263,0.111239642,0.69816921,0.0551106,0.001330301,0.001723467,0,0.007401931,0.036890268,1.019614882
1625,0.077239699,0.000433774,0.11453893,0.708496996,0.049468657,0.002375427,0.00181192,0,0.00883613,0.036798466,1.117352463
1674,0.070271369,0.000289683,0.114736992,0.721309434,0.044623433,0.002793367,0.001887655,0,0.012874778,0.03121329,1.198466761
1675,0.076050103,0.000144458,0.11443333,0.711696004,0.050283649,0.002373237,0.00181025,0,0.009550273,0.033658695,1.121803712
1682,0.074549627,0.00028888,0.113286197,0.719310711,0.046343696,0.002579284,0.001882425,0,0.01243788,0.0293213,1.160551102
1725,0.061032488,0.000431309,0.118398443,0.740892352,0.040744899,0.002361928,0.001801623,0,0.012699643,0.021637315,1.310889785
1774,0.088659101,0.00014435,0.112083861,0.698656064,0.054177479,0.001959042,0.001808903,0,0.014435043,0.028076158,1.02157317
1830,0.050039167,0.000434108,0.121436871,0.760172116,0.036452794,0.002583979,0.001885851,0,0.015274186,0.011720928,1.444368896
1707,0.083425156,0.000141476,0.112071122,0.701720569,0.053941458,0.002425302,0.001772881,0,0.019177847,0.02532419,1.049224282
1469,0.092164507,0.00014257,0.110701292,0.694790383,0.052902513,0.002444055,0.001858053,0,0.030810928,0.0141857,1.005211884
1679,0.05766062,0.000288303,0.11645184,0.724601786,0.054470883,0.002059308,0.00180641,0,0.033074772,0.009586078,1.212205487
1491,0.053213436,0.083902909,0.153919594,0.512898011,0.073585242,0.063993744,0.012616979,0,0.037053168,0.008816916,0.789708711
1500,0.055801018,0.080911477,0.154273404,0.504999216,0.072541324,0.061978988,0.011957361,0.000708335,0.039138214,0.007533137,0.839004352
1562,0.053802221,0.083393442,0.154795671,0.517039343,0.063402674,0.06264436,0.012052686,0.000705727,0.037642873,0.008408839,0.877240359
1679,0.036938967,0.084451713,0.162784956,0.534002016,0.053357158,0.064003356,0.012412511,0.000646041,0.043657241,0.003721601,1.011344432
1573,0.055963967,0.082546851,0.159113239,0.500877504,0.069657278,0.062759591,0.01234293,0.001026138,0.023240592,0.022385587,0.849161796
1673,0.051905442,0.08620011,0.13296226,0.535398458,0.065291998,0.064034367,0.012314301,0.000567373,0.029451704,0.015659687,0.87385752
1708,0.050762275,0.084301636,0.152073539,0.523606825,0.063854005,0.062624072,0.012043091,0.000554877,0.026539404,0.017562841,0.892088885
1488,0.054276787,0.081324719,0.157260782,0.504774117,0.070763842,0.063096765,0.011948148,0.000711952,0.005608601,0.040732467,0.84865863
1515,0.053958707,0.080848129,0.154152619,0.502745261,0.073552223,0.062428296,0.011947999,0.00070778,0.006505022,0.039587704,0.858016079
1515,0.054544039,0.083134206,0.154719691,0.504441451,0.070632596,0.063105505,0.011865721,0.000635962,0.008767449,0.036776318,0.857107722
1515,0.05306184,0.082245853,0.159042014,0.501037953,0.071203306,0.064115301,0.012012401,0.000720016,0.006696262,0.039846698,0.84944899
1515,0.052679016,0.081652475,0.157894576,0.508685534,0.069132029,0.06365273,0.011996302,0.000714822,0.007117218,0.039066486,0.853325006
1823,0.018168774,0.096266691,0.170164125,0.566105616,0.01638582,0.073688149,0.012891735,0.000567431,0.026421455,0.018822293,1.345578208
1773,0.05530513,0.08710558,0.160493319,0.524476984,0.050951322,0.06350214,0.013167888,0.000624035,0.018127793,0.025647754,0.909388343
1613,0.056048919,0.082672156,0.156057776,0.507242721,0.063800366,0.062554598,0.011589062,0.000632428,0.010119944,0.035240758,0.905776675
1673,0,0.141205462,0.160088973,0.454215404,0,0.231131858,0,0,0.013358302,0.011301123,0.863921128
1673,0,0.139089327,0.157689846,0.447408436,0,0.227668067,0,0,0.028144323,0.023416077,0.862532011
1673,0,0.136001507,0.154189089,0.437475848,0,0.222613775,0,0,0.049719781,0.041864056,0.860687647
1673,0,0.132188231,0.149865861,0.42520969,0,0.216372023,0,0,0.076364195,0.063076825,0.858707207
1673,0,0.121759804,0.138042833,0.391664583,0,0.199302274,0,0,0.149230507,0.122219785,0.854952733
1673,0,0.111637711,0.126567105,0.359104862,0,0.182733948,0,0,0.219956374,0.181464008,0.853614415
1673,0,0.14149052,0.160412152,0.455132348,0,0.231598454,0,0,0.011366527,0.003955551,0.864116061
1673,0,0.140061656,0.158792205,0.450536125,0,0.229259622,0,0,0.021350391,0.008006397,0.863157612
1673,0,0.137210362,0.155559605,0.441364371,0,0.224592487,0,0,0.041273173,0.014486884,0.86138396
1673,0,0.134289347,0.15224796,0.431968345,0,0.219811229,0,0,0.061683118,0.021465725,0.859757919
1673,0,0.124593269,0.141255219,0.400778985,0,0.203940225,0,0,0.129432303,0.048666546,0.855733349
1673,0,0.139255358,0.15787808,0.447942505,0,0.227939834,0,0,0.026984223,0.002752391,0.862637312
1673,0,0.136685066,0.154964061,0.439674653,0,0.223732658,0,0,0.044943562,0.004089864,0.861077322
1673,0,0.134289347,0.15224796,0.431968345,0,0.219811229,0,0,0.061683118,0.005366431,0.859757919
1673,0,0.111936089,0.126905384,0.360064652,0,0.183222347,0,0,0.217871528,0.047495993,0.85362152
1673.15,0.084536908,0.03170134,0.167526735,0.540566561,0.012110961,0.075881939,0.018715356,0,0.0689602,0,0.963144734
1574.15,0,0.156101971,0.128636187,0.556879329,0,0.117349038,0,0,0.010713701,0.030319774,1.338875574
1574.15,0,0.150586755,0.125268613,0.539040649,0,0.113782903,0,0,0.018573198,0.052747882,1.314446837
1574.15,0,0.137627374,0.114547149,0.493406718,0,0.103490144,0,0,0.037921763,0.113006852,1.259191606
1622.15,0,0.155769525,0.130447654,0.555605739,0,0.117015559,0,0,0.012473189,0.028688335,1.340383383
1622.15,0,0.151228452,0.12720073,0.534986445,0,0.113636978,0,0,0.021775342,0.051172053,1.310725835
1622.15,0,0.138212691,0.114544517,0.496096059,0,0.10297063,0,0,0.041622501,0.106553602,1.265528698
1672.15,0,0.155629781,0.130555777,0.557546121,0,0.117114038,0,0,0.013227798,0.025926485,1.343630136
1672.15,0,0.150712472,0.125359846,0.540357068,0,0.112463018,0,0,0.023467854,0.047639743,1.321914352
1672.15,0,0.137033493,0.114748437,0.49415108,0,0.102847547,0,0,0.047703294,0.103516148,1.262880495
1724.15,0,0.156763061,0.1308943,0.555190946,0,0.11752275,0,0,0.015480056,0.024148888,1.338635577
1724.15,0,0.150592838,0.12617014,0.539600879,0,0.113598069,0,0,0.026231488,0.043806585,1.317373618
1724.15,0,0.13845262,0.11540558,0.497714962,0,0.104170493,0,0,0.051520123,0.092736221,1.264895185
1671.15,0,0,0.195163347,0.635923513,0,0.094465837,0,0,0.031951632,0.042495671,1.628184053
1671.15,0,0.070406634,0.180395735,0.59145396,0,0.087470563,0,0,0.027343622,0.042929486,1.581525614
1721.15,0,0,0.194509038,0.635375064,0,0.095392312,0,0,0.035414022,0.039309564,1.621479883
1721.15,0,0.06918602,0.180389622,0.590790114,0,0.087843847,0,0,0.031078094,0.040712303,1.577895149
1721.15,0,0.135827373,0.165898545,0.548075364,0,0.081099935,0,0,0.028671694,0.040427089,1.52115355
1721.15,0,0.203479689,0.153400387,0.50005644,0,0.074275434,0,0,0.027081909,0.04170614,1.446929589
1772.15,0,0,0.191280835,0.636855049,0,0.09596957,0,0,0.0391209,0.036773646,1.615175033
1772.15,0,0.069849262,0.178328947,0.593191741,0,0.087157588,0,0,0.03419735,0.037275112,1.582461011
1772.15,0,0.135839721,0.166305152,0.546913919,0,0.080990625,0,0,0.032235291,0.037715291,1.519852576
1772.15,0,0.204896349,0.151596515,0.500584548,0,0.074348104,0,0,0.030076528,0.038497956,1.445487616
1671.15,0.032939191,0.129960081,0.11113739,0.474791137,0.091550638,0.099751773,0,0,0.011693318,0.048176471,0.649028049
1723.15,0.102947202,0.089655671,0.106590897,0.441291615,0.051443901,0.148653392,0,0,0.012696009,0.046721313,0.487498899
1723.15,0.12474988,0.058199065,0.069855942,0.515904796,0.074528133,0.097322201,0,0,0.012409182,0.047030801,0.473137565
1723.15,0.109390726,0.123469245,0.17979877,0.38867502,0.052259141,0.088286641,0,0,0.012717824,0.045402632,0.555575071
1723.15,0.072538324,0.140813278,0.127506209,0.438566243,0.061875725,0.099422592,0,0,0.014387774,0.044889855,0.618376286
1772.15,0.060470084,0.142607171,0.132491282,0.453782642,0.049255672,0.100423532,0,0,0.016842435,0.044127181,0.714615924
1772.15,0.064062036,0.08088272,0.167205227,0.445559674,0.046432619,0.132791072,0,0,0.017567312,0.045499339,0.661810783
1773.15,0.113467884,0.085805789,0.104396521,0.431782549,0.067016283,0.140852449,0,0,0.012511815,0.044166708,0.43118362
1773.15,0.137137426,0.055747657,0.068259228,0.503555978,0.090452345,0.089666068,0,0,0.011715775,0.043465524,0.413258915
1723.15,0,0.251300985,0.170854388,0.507208026,0,9.67659E-05,0,0,0.032778734,0.037761101,1.853973113
1723.15,0,0.206806191,0.141306524,0.419654528,0,0.160568078,0,0,0.022486564,0.049178115,0.99256523
1773.15,0,0.251161214,0.171373183,0.505471503,0,9.64003E-05,0,0,0.037427225,0.034470475,1.849736582
1773.15,0,0.235475107,0.160921178,0.476113545,0,0.052312704,0,0,0.034343292,0.040834174,1.50216868
1773.15,0,0.222116325,0.151761499,0.448797309,0,0.106323959,0,0,0.028733674,0.042267234,1.222341186
1773.15,0,0.207206412,0.141850695,0.418529508,0,0.161040745,0,0,0.025554114,0.045818526,0.990020725
1773.15,0,0.197839421,0.13494303,0.592455357,0,9.90286E-05,0,0,0.039567124,0.035096039,2.006510667
1773.15,0,0.176346969,0.12029462,0.590437854,0,0.039019243,0,0,0.036566706,0.037334607,1.748026836
1773.15,0,0.163032188,0.111540065,0.576637863,0,0.077667867,0,0,0.032505492,0.038616525,1.514589655
1773.15,0,0.145623856,0.09974313,0.56849131,0,0.112330293,0,0,0.031994543,0.041816868,1.33274599
1826.15,0,0.251410735,0.171105598,0.505254478,0,0,0,0,0.040374057,0.031855131,1.849184533
1826.15,0,0.234934299,0.160709885,0.475756676,0,0.05270153,0,0,0.038139502,0.037758107,1.499295631
1826.15,0,0.222460819,0.151386255,0.449192741,0,0.106128455,0,0,0.032210882,0.038620847,1.223374143
1826.15,0,0.206865136,0.141135745,0.420562014,0,0.160155543,0,0,0.028275114,0.043006448,0.99492265
1826.15,0,0.196246365,0.13323657,0.597066381,0,9.91344E-05,0,0,0.042350779,0.03100077,2.014834673
1826.15,0,0.177009481,0.120064092,0.589565174,0,0.039080015,0,0,0.038972318,0.03530892,1.745515949
1826.15,0,0.1627744,0.111321389,0.57693856,0,0.077645722,0,0,0.035911344,0.035408585,1.514812203
1826.15,0,0.145128114,0.099500557,0.570034913,0,0.111854839,0,0,0.034661122,0.038820456,1.336658362
1773.15,0.019033494,0.128722984,0.153239698,0.41979928,0,0.211125573,0,0,0.023954599,0.044124372,0.796394163
1773.15,0.09654734,0.117945489,0.141709485,0.387420035,0,0.194400879,0,0,0.016606852,0.04536992,0.559311933
1773.15,0.124535434,0.113617201,0.137982498,0.375100272,0,0.188351902,0,0,0.01482884,0.045583853,0.492431862
1773.15,0.027598273,0.071199839,0.08534073,0.625295357,0,0.116478999,0,0,0.029587381,0.044499421,1.195708505
1773.15,0.12859165,0.063929304,0.076660407,0.559986021,0,0.105896965,0,0,0.020330511,0.044605142,0.718594167
1773.15,0.195507353,0.058784305,0.07086753,0.51941548,0,0.09614961,0,0,0.016142626,0.043133096,0.519414476
1773.15,0.023412068,0.10707917,0.268553665,0.354731253,0,0.17633797,0,0,0.023256531,0.046629344,0.85856165
1773.15,0.106194826,0.097674444,0.245725795,0.326288306,0,0.161686325,0,0,0.015991369,0.046438935,0.582473662
1773.15,0.129062636,0.095429286,0.239158757,0.317047503,0,0.157892432,0,0,0.014215136,0.047194251,0.522047218
1773.15,0.041117625,0.125404324,0.150173853,0.410139444,0,0.206816082,0,0,0.020669368,0.045679303,0.718689976
1773.15,0.063424594,0.121798873,0.146966966,0.401922703,0,0.202222209,0,0,0.019505103,0.044159552,0.649768993
1773.15,0.067917937,0.122230406,0.146832896,0.399837681,0,0.200681125,0,0,0.018595642,0.043904312,0.637707109
1773.15,0.043016851,0.069810467,0.083806083,0.616896578,0,0.114892154,0,0,0.027646916,0.04393095,1.107440837
1773.15,0.112511682,0.064467594,0.077572872,0.573412619,0,0.106462053,0,0,0.021387208,0.044185972,0.783614933
1773.15,0.155087793,0.061778953,0.07431737,0.544749493,0,0.101234419,0,0,0.018605855,0.044226116,0.633770474
1773.15,0.032622214,0.105502002,0.266782976,0.35140002,0,0.174535141,0,0,0.022622718,0.04653493,0.822840345
1773.15,0.068207173,0.102080212,0.255841721,0.33972798,0,0.168849417,0,0,0.019147653,0.046145844,0.695026498
1773.15,0.073377435,0.101769992,0.25443157,0.338516301,0,0.167472038,0,0,0.018515133,0.045917531,0.679849182
1774.15,0,0.073286114,0.087641713,0.626922795,0.015067884,0.118377287,0,0,0.030235961,0.048468246,1.247895342
1774.15,0,0.063538767,0.076092325,0.564250847,0.127186656,0.103082593,0,0,0.017401906,0.048446906,0.651576048
1774.15,0,0.059624336,0.07175692,0.534872306,0.175012958,0.096204179,0,0,0.01417898,0.048350321,0.494036761
1774.15,0,0.185852153,0.127897557,0.565288791,0.051235521,9.86267E-05,0,0,0.030740553,0.038886799,1.445627743
1774.15,0,0.168225269,0.117018806,0.51147417,0.140957066,0.000195543,0,0,0.019704772,0.042424375,0.812526139
1774.15,0,0.162329041,0.109873311,0.483235158,0.185357323,9.68666E-05,0,0,0.015404822,0.043703479,0.610373057
1774.15,0,0.071335618,0.085865362,0.62998571,0.020939157,0.116570303,0,0,0.028035685,0.047268165,1.215680055
1774.15,0,0.064487739,0.077050724,0.572107257,0.112577751,0.10576974,0,0,0.019391728,0.048615061,0.706806641
1774.15,0,0.063067157,0.074868118,0.557140779,0.137221309,0.1020204,0,0,0.016876217,0.04880602,0.613313293
1774.15,0,0.185962012,0.128163595,0.576611378,0.040390685,9.88319E-05,0,0,0.032578635,0.036194863,1.558281204
1774.15,0,0.170006805,0.118201189,0.519054594,0.129891793,0.000195545,0,0,0.020800157,0.041849916,0.87297852
1774.15,0,0.167094473,0.114913194,0.504645299,0.152183506,9.73517E-05,0,0,0.018471318,0.042594859,0.756019685
1774.15,0,0.067967337,0.081730887,0.63280938,0.034681952,0.11081857,0,0,0.026419036,0.045572837,1.143407428
1774.15,0,0.065337631,0.07850089,0.57650288,0.105224598,0.106160829,0,0,0.020021458,0.048251714,0.739635683
1774.15,0,0.064605587,0.075782365,0.563726628,0.123347892,0.104953451,0,0,0.018350279,0.049233798,0.661306257
1774.15,0,0.189977406,0.132229706,0.576968417,0.030998028,9.85462E-05,0,0,0.033668709,0.036059187,1.649923364
1774.15,0,0.17124879,0.118662604,0.521992188,0.125039445,9.76222E-05,0,0,0.021407464,0.041551887,0.900712276
1774.15,0,0.169145115,0.116307143,0.508843751,0.143953289,0,0,0,0.01984277,0.041907931,0.796585899
1723.15,0,0.12832058,0.154946893,0.429897444,0,0.215143452,0,0,0.021023939,0.050667693,0.870871083
1723.15,0,0.114053183,0.240123574,0.384021239,0,0.191160126,0,0,0.021537158,0.04910472,0.935789869
1723.15,0,0.093863676,0.314311617,0.346883425,0,0.173033552,0,0,0.022125455,0.049782275,0.983655523
1723.15,0,0.074944441,0.091166556,0.630415004,0,0.124697473,0,0,0.028034351,0.050742175,1.341693944
1723.15,0,0.063261599,0.169935156,0.584597563,0,0.10769708,0,0,0.029923133,0.044585468,1.458593941
1723.15,0,0.056383102,0.251612072,0.520748544,0,0.096243683,0,0,0.035217183,0.039795417,1.509289385
1774.15,0,0.126596786,0.155616203,0.431545548,0,0.214610343,0,0,0.023718914,0.047912206,0.874625147
1774.15,0,0.113341252,0.239807474,0.384920187,0,0.191008801,0,0,0.024540584,0.046381703,0.937278568
1774.15,0,0.098418302,0.32144465,0.338465227,0,0.168616662,0,0,0.025454759,0.0476004,0.986839753
1774.15,0,0.070693738,0.087212046,0.648025931,0,0.119085285,0,0,0.02963755,0.045345451,1.381564003
1774.15,0,0.062700385,0.171199512,0.585594251,0,0.106732965,0,0,0.033082012,0.040690875,1.46635319
1774.15,0,0.056214445,0.251617658,0.52197063,0,0.095996022,0,0,0.038248065,0.035953181,1.5129249
1824.15,0,0.126905783,0.155064579,0.429425804,0,0.21399957,0,0,0.027428038,0.047176225,0.873264751
1824.15,0,0.112686186,0.239844814,0.386044094,0,0.191767742,0,0,0.026088825,0.043568338,0.936871281
1824.15,0,0.099133021,0.323507191,0.336688738,0,0.16848419,0,0,0.0276578,0.044529059,0.985599249
1824.15,0,0.071261567,0.08705722,0.644482186,0,0.120026097,0,0,0.034919878,0.042253052,1.372458511
1824.15,0,0.063973376,0.169727033,0.584455322,0,0.107524402,0,0,0.037159934,0.037159934,1.459006268
1824.15,0,0.056947745,0.253402624,0.519401881,0,0.096182991,0,0,0.040694922,0.033369836,1.50957028
1672.15,0,0.125246985,0.155572513,0.430902524,0,0.215053203,0,0,0.018169919,0.055054856,0.872717871
1672.15,0,0.132967958,0.164006619,0.445079093,0,0.225086825,0,0,0.009027337,0.023832169,0.870762982
1672.15,0,0.118568379,0.145741554,0.392888727,0,0.197788013,0,0,0.030529121,0.114484205,0.86530158
1723.15,0,0.127401746,0.155706776,0.429291565,0,0.214928583,0,0,0.021125387,0.051545943,0.871248175
1723.15,0,0.131870254,0.164042587,0.44606587,0,0.223994427,0,0,0.010941113,0.023085749,0.874680082
1723.15,0,0.118006395,0.143807692,0.390340067,0,0.196503675,0,0,0.038706438,0.112635734,0.864364296
1723.15,0,0.207815075,0.131257307,0.411317872,0,0.182059375,0,0,0.019028273,0.048522097,0.914398255
1723.15,0,0.278274868,0.10828145,0.39772813,0,0.149364729,0,0,0.01837973,0.047971094,0.963935301
1774.15,0,0.127143144,0.154787775,0.428990386,0,0.214125199,0,0,0.024819038,0.050134457,0.872237505
1774.15,0,0.134691396,0.164112005,0.444629417,0,0.224386681,0,0,0.012097932,0.020082568,0.872104568
1774.15,0,0.118598026,0.146056682,0.394645155,0,0.198115457,0,0,0.042690024,0.099894656,0.866689912
1774.15,0,0.20578561,0.130914923,0.412490112,0,0.180955866,0,0,0.022460929,0.04739256,0.918655086
1774.15,0,0.275033613,0.108334264,0.401378448,0,0.148282524,0,0,0.021060111,0.045911041,0.972532697
1823.15,0,0.128051397,0.155294257,0.42787218,0,0.214258435,0,0,0.026711014,0.047812716,0.870961508
1823.15,0,0.13246774,0.163109492,0.445459342,0,0.223565429,0,0,0.013408332,0.021989665,0.874340434
1823.15,0,0.118746608,0.146435888,0.394754859,0,0.198118903,0,0,0.04715739,0.094786353,0.867051098
1823.15,0,0.20459034,0.131917031,0.414879064,0,0.181882152,0,0,0.024178048,0.042553364,0.92014051
1823.15,0,0.276640622,0.107745635,0.399621998,0,0.148923262,0,0,0.023615663,0.04345282,0.9676312
1774.15,0,0.130627236,0.157526575,0.430565309,0,0.213440578,0,0,0.022463676,0.045376625,0.877838326
1774.15,0,0.201818752,0.143439515,0.391655516,0,0.194233644,0,0,0.021055833,0.047796741,0.866572088
1774.15,0,0.26486927,0.131786762,0.358352542,0,0.177871496,0,0,0.017756595,0.049363334,0.851520137
1774.15,0,0.073118215,0.087681191,0.647604575,0,0.11790234,0,0,0.029835498,0.043858182,1.387778687
1774.15,0,0.180831762,0.076140848,0.566858708,0,0.102009716,0,0,0.031028856,0.04313011,1.346712559
1774.15,0,0.280604978,0.066556301,0.492888744,0,0.088887291,0,0,0.028770318,0.042292368,1.274653023
1824.15,0,0.130538207,0.157987417,0.430813593,0,0.212506394,0,0,0.025336204,0.042818185,0.880834381
1824.15,0,0.202958212,0.142477867,0.391717136,0,0.193260818,0,0,0.023912703,0.045673263,0.868375406
1824.15,0,0.266600257,0.130356551,0.357440829,0,0.177932168,0,0,0.020631157,0.047039038,0.849138791
1824.15,0,0.072315747,0.087645077,0.647689127,0,0.117962594,0,0,0.033812479,0.040574975,1.387162618
1824.15,0,0.180713918,0.076107487,0.567690154,0,0.10175831,0,0,0.03413432,0.039595811,1.349040686
1824.15,0,0.281344603,0.066741605,0.490848842,0,0.089380375,0,0,0.03214555,0.039539026,1.269419844
1672.15,0,0.130175158,0.157048376,0.429653816,0,0.211240256,0,0,0.018688,0.052887039,0.88385825
1672.15,0,0.128847615,0.157698197,0.428824692,0,0.208583185,0.037632927,0,0.010025903,0.027872009,0.901182872
1672.15,0,0.128155865,0.157479898,0.426999266,0,0.208118075,0,0,0.010929748,0.025357015,1.197879494
1672.15,0,0.129366891,0.200964632,0.426029746,0,0.210345398,0,0,0.008675111,0.02411681,0.915740261
1672.15,0,0.101668377,0.20155862,0.49595017,0,0.164753464,0,0,0.011325411,0.02423638,1.151156456
1672.15,0,0.118956207,0.145665328,0.394091029,0,0.19232503,0.035732459,0,0.020874023,0.048636474,1.207564842
1723.15,0,0.127183481,0.164425961,0.425901605,0,0.20984276,0,0,0.045121859,0.027524334,0.886431445
1723.15,0,0.13535691,0.166486675,0.44245996,0,0.221820714,0,0,0.021040833,0.012834908,0.877748289
1723.15,0,0.118781375,0.147281254,0.389912775,0,0.194280096,0,0,0.086557514,0.063186985,0.871668639
1771.15,0,0.129509445,0.157629334,0.428621252,0,0.213984288,0,0,0.045918746,0.024336935,0.874232386
1771.15,0,0.135130986,0.166054107,0.442906385,0,0.222266563,0,0,0.023042438,0.010599522,0.876832981
1771.15,0,0.119356485,0.147780315,0.392792211,0,0.196198236,0,0,0.088265492,0.05560726,0.870466595
1771.15,0,0.204756423,0.13473958,0.413524996,0,0.18220762,0,0,0.041787988,0.022983393,0.919572043
1771.15,0,0.280403369,0.10902047,0.397705,0,0.146928773,0,0,0.040455453,0.025486935,0.97111697
1823.15,0,0.12899926,0.157737926,0.428599923,0,0.213235117,0,0,0.047618516,0.023809258,0.876169579
1823.15,0,0.134653446,0.16578904,0.443222739,0,0.222085362,0,0,0.023141495,0.011107918,0.877460386
1823.15,0,0.119458441,0.147552283,0.39037397,0,0.195077984,0,0,0.090513695,0.057023628,0.870339712
1823.15,0,0.205817059,0.134912935,0.414360172,0,0.180990498,0,0,0.041506062,0.022413273,0.924015316
1775.15,0,0.128858139,0.15620177,0.428961344,0,0.21439311,0.000141801,0,0.024884652,0.046559184,0.872601884
1775.15,0,0.118613351,0.14438084,0.40085832,0,0.197968534,0.066960811,0,0.025897507,0.045320637,0.890116295
1775.15,0,0.107396114,0.129116,0.35921443,0,0.178189879,0.149654735,0,0.028625034,0.047803807,0.905372195
1775.15,0,0.09680592,0.117058088,0.321841395,0,0.161720435,0.223481666,0,0.030420191,0.048672306,0.920096182
1775.15,0,0.070582134,0.086942764,0.646758836,0,0.11934531,7.34015E-05,0,0.031527915,0.04476964,1.378090753
1775.15,0,0.061731864,0.075100913,0.574008837,0,0.10424262,0.109806239,0,0.032942774,0.042166751,1.34923158
1775.15,0,0.054415656,0.066871954,0.509672224,0,0.093781135,0.195134538,0,0.036420224,0.043704269,1.318035394
1776.15,0,0.12877865,0.156327153,0.42831977,0,0.215573482,0.000212571,0,0.024409784,0.04637859,0.869002301
1776.15,0,0.07039984,0.087176436,0.650443893,0,0.118306786,7.32119E-05,0,0.03053935,0.043060483,1.388185739
1776.15,0,0.128347285,0.155885592,0.428863151,0,0.216138286,7.10094E-05,0,0.024127876,0.046566801,0.867873438
1776.15,0,0.070838197,0.085864481,0.653838508,0,0.117297014,0,0,0.030067416,0.042094383,1.395367932
1774.15,0,0.128410907,0.156703713,0.427379284,0,0.215225048,0.000141154,0,0.025135852,0.047004042,0.869022694
